episode,timestep,reward
3455,172800,285.9937
3461,173100,294.4294
3467,173400,273.9237
3473,173700,207.2988
3479,174000,254.7191
3485,174300,271.1424
3491,174600,277.3448
3497,174900,263.1718
3503,175200,273.9276
3509,175500,238.8408
3515,175800,269.6419
3521,176100,254.1196
3527,176400,271.5194
3533,176700,263.2445
3539,177000,266.0858
3545,177300,259.3109
3551,177600,273.3365
3557,177900,232.6721
3563,178200,241.0012
3569,178500,215.6698
3575,178800,267.7935
3581,179100,259.7902
3587,179400,254.1683
3593,179700,296.1265
3599,180000,256.7934
3605,180300,282.1054
3611,180600,280.3961
3617,180900,255.6951
3623,181200,232.7861
3629,181500,283.6875
3635,181800,285.2165
3641,182100,285.7446
3647,182400,268.2839
3653,182700,207.7859
3659,183000,260.7637
3665,183300,259.5717
3671,183600,290.2134
3677,183900,252.0297
3683,184200,267.5621
3689,184500,277.3617
3695,184800,229.8541
3701,185100,284.1703
3707,185400,267.4106
3713,185700,265.8867
3719,186000,290.0379
3725,186300,222.8784
3731,186600,270.6689
3737,186900,264.1541
3743,187200,272.3531
3749,187500,226.7682
3755,187800,272.4071
3761,188100,262.826
3767,188400,237.6342
3773,188700,266.9198
3779,189000,302.2537
3785,189300,243.4223
3791,189600,278.2577
3797,189900,268.3837
3803,190200,281.8448
3809,190500,270.0755
3815,190800,298.7599
3821,191100,281.0383
3827,191400,304.1998
3833,191700,263.3441
3839,192000,263.4406
3845,192300,228.1814
3851,192600,245.2261
3857,192900,293.0981
3863,193200,276.4177
3869,193500,276.529
3875,193800,267.3787
3881,194100,257.5151
3887,194400,249.5435
3893,194700,229.0873
3899,195000,237.7139
3905,195300,249.4413
3911,195600,262.2351
3917,195900,263.5124
3923,196200,287.805
3929,196500,266.9445
3935,196800,254.7691
3941,197100,268.7508
3947,197400,241.8061
3953,197700,259.5261
3959,198000,263.5087
3965,198300,267.218
3971,198600,232.3235
3977,198900,267.7058
3983,199200,229.6651
3989,199500,218.7606
3995,199800,230.1543
4001,200100,220.961
4007,200400,220.014
4013,200700,240.6822
4019,201000,227.4491
4025,201300,245.3263
4031,201600,225.9843
4037,201900,221.6111
4043,202200,234.5522
4049,202500,210.3418
4055,202800,235.9019
4061,203100,242.0517
4067,203400,221.6439
4073,203700,232.9625
4079,204000,216.1886
4085,204300,232.3304
4091,204600,243.0742
4097,204900,203.0497
4103,205200,233.1158
4109,205500,228.2022
4115,205800,251.3827
4121,206100,244.1205
4127,206400,226.6023
4133,206700,239.2126
4139,207000,217.848
4145,207300,207.7552
4151,207600,209.8662
4157,207900,232.0235
4163,208200,222.8679
4169,208500,230.7961
4175,208800,208.6228
4181,209100,250.3372
4187,209400,216.1143
4193,209700,262.9822
4199,210000,249.162
4205,210300,294.5297
4211,210600,264.4234
4217,210900,289.3389
4223,211200,298.8159
4229,211500,279.3197
4235,211800,282.5606
4241,212100,284.3341
4247,212400,284.5332
4253,212700,301.6978
4259,213000,305.0967
4265,213300,279.6629
4271,213600,270.1178
4277,213900,253.7093
4283,214200,274.1319
4289,214500,274.9156
4295,214800,276.0281
4301,215100,270.0227
4307,215400,259.1908
4313,215700,248.7501
4319,216000,274.7786
4325,216300,286.3934
4331,216600,269.3046
4337,216900,241.4551
4343,217200,263.0787
4349,217500,266.1721
4355,217800,279.9621
4361,218100,276.76
4367,218400,250.8357
4373,218700,249.5759
4379,219000,258.209
4385,219300,271.3576
4391,219600,261.2886
4397,219900,225.665
4403,220200,250.1249
4409,220500,268.4293
4415,220800,274.7053
4421,221100,270.3209
4427,221400,246.6452
4433,221700,256.1274
4439,222000,247.9423
4445,222300,282.3374
4451,222600,283.3835
4457,222900,269.1839
4463,223200,270.3807
4469,223500,270.3616
4475,223800,279.6381
4481,224100,263.356
4487,224400,260.56
4493,224700,280.8856
4499,225000,252.2272
4505,225300,267.6182
4511,225600,252.4737
4517,225900,269.8721
4523,226200,277.7958
4529,226500,273.1946
4535,226800,257.6209
4541,227100,291.8119
4547,227400,291.7993
4553,227700,264.3935
4559,228000,270.8506
4565,228300,268.9735
4571,228600,265.2774
4577,228900,227.1149
4583,229200,247.9274
4589,229500,255.7178
4595,229800,272.8519
4601,230100,259.9367
4607,230400,236.8846
4613,230700,263.0454
4619,231000,283.6963
4625,231300,258.1877
4631,231600,283.827
4637,231900,279.4046
4643,232200,249.7503
4649,232500,267.6237
4655,232800,277.645
4661,233100,258.1882
4667,233400,288.88
4673,233700,279.7345
4679,234000,277.9357
4685,234300,245.1854
4691,234600,283.402
4697,234900,257.1393
4703,235200,284.8461
4709,235500,291.1002
4715,235800,260.3099
4721,236100,275.9336
4727,236400,286.5966
4733,236700,271.2273
4739,237000,256.2932
4745,237300,275.7205
4751,237600,263.0102
4757,237900,264.8739
4763,238200,257.2869
4769,238500,269.4434
4775,238800,240.5601
4781,239100,254.4702
4787,239400,281.0018
4793,239700,265.0515
4799,240000,267.9784
4805,240300,240.4109
4811,240600,234.7013
4817,240900,282.6108
4823,241200,268.0393
4829,241500,282.6581
4835,241800,275.3906
4841,242100,271.1863
4847,242400,281.0708
4853,242700,266.6705
4859,243000,266.8532
4865,243300,257.2391
4871,243600,267.2081
4877,243900,259.2929
4883,244200,271.3573
4889,244500,272.1647
4895,244800,285.4733
4901,245100,275.836
4907,245400,274.5077
4913,245700,261.3835
4919,246000,253.1
4925,246300,288.0139
4931,246600,277.7827
4937,246900,257.2059
4943,247200,283.2693
4949,247500,249.3165
4955,247800,287.981
4961,248100,287.855
4967,248400,255.389
4973,248700,253.2349
4979,249000,276.1167
4985,249300,279.3698
4991,249600,271.1886
4997,249900,256.3624
5003,250200,282.5662
5009,250500,260.9364
5015,250800,227.6574
5021,251100,259.3186
5027,251400,225.4995
5033,251700,230.553
5039,252000,195.1106
5045,252300,215.063
5051,252600,178.4874
5057,252900,156.3775
5063,253200,199.6835
5069,253500,169.7198
5075,253800,172.9478
5081,254100,156.3731
5087,254400,156.4966
5093,254700,158.1504
5099,255000,162.5909
5105,255300,157.3474
5111,255600,144.4284
5117,255900,177.6419
5123,256200,179.2396
5129,256500,165.5492
5135,256800,144.389
5141,257100,149.6735
5147,257400,193.4707
5153,257700,182.3341
5159,258000,196.5931
5165,258300,200.543
5171,258600,150.6286
5177,258900,158.1265
5183,259200,171.288
5189,259500,165.5182
5195,259800,146.7638
5201,260100,164.8023
5207,260400,176.6878
5213,260700,189.9178
5219,261000,157.7105
5225,261300,177.3285
5231,261600,179.858
5237,261900,178.0335
5243,262200,242.8424
5249,262500,261.8879
5255,262800,227.8941
5261,263100,219.3828
5267,263400,287.9155
5273,263700,276.2348
5279,264000,277.5116
5285,264300,253.9038
5291,264600,263.7446
5297,264900,249.5129
5303,265200,268.9172
5309,265500,265.5824
5315,265800,265.7709
5321,266100,266.8639
5327,266400,245.1103
5333,266700,260.2686
5339,267000,283.3237
5345,267300,291.7798
5351,267600,259.3968
5357,267900,277.5383
5363,268200,269.5134
5369,268500,282.0719
5375,268800,284.2327
5381,269100,282.2078
5387,269400,290.7407
5393,269700,277.6731
5399,270000,278.8554
5405,270300,275.2182
5411,270600,269.8779
5417,270900,290.5565
5423,271200,277.2835
5429,271500,299.0442
5435,271800,288.3024
5441,272100,281.3795
5447,272400,299.8302
5453,272700,306.4942
5459,273000,281.3121
5465,273300,280.5254
5471,273600,300.9723
5477,273900,302.8194
5483,274200,275.4392
5489,274500,270.6786
5495,274800,252.6419
5501,275100,266.1928
5507,275400,267.6701
5513,275700,296.0674
5519,276000,310.6676
5525,276300,275.5564
5531,276600,286.7168
5537,276900,276.2313
5543,277200,311.4029
5549,277500,296.1359
5555,277800,269.651
5561,278100,292.8444
5567,278400,291.2932
5573,278700,287.8439
5579,279000,307.5958
5585,279300,297.9386
5591,279600,305.269
5597,279900,296.1388
5603,280200,295.8904
5609,280500,288.9802
5615,280800,278.2103
5621,281100,271.1012
5627,281400,260.1282
5633,281700,176.7991
5639,282000,148.7227
5645,282300,144.8802
5651,282600,131.9277
5657,282900,148.0805
5663,283200,126.8073
5669,283500,145.2996
5675,283800,142.1067
5681,284100,145.9641
5687,284400,137.6695
5693,284700,113.7856
5699,285000,165.7953
5705,285300,141.5604
5711,285600,149.8558
5717,285900,127.1057
5723,286200,152.6857
5729,286500,153.7833
5735,286800,105.6845
5741,287100,153.6826
5747,287400,119.0801
5753,287700,121.8678
5759,288000,125.3622
5765,288300,90.6653
5771,288600,56.7619
5777,288900,51.0519
5783,289200,73.7031
5789,289500,46.6949
5795,289800,83.631
5801,290100,53.2289
5807,290400,60.9292
5813,290700,59.7123
5819,291000,53.509
5825,291300,54.9302
