2.1,1,3.057686933249926e-05,196,68182.66947415847,991.631151676178,-0.005280363389862597
2.1,1,0.00044454855349895794,150,68115.07966669495,990.1206793785095,0.009594233351870152
2.1,1,0.0001751603701825033,68,68216.10233393943,989.5138790607452,0.008614993040003238
2.1,1,3.320426823361089e-05,66,68223.77134319356,989.6071262359619,0.0042221552824694975
2.1,1,0.00024900271008387875,54,68256.43909960061,990.1701557636261,0.011775373818509571
2.1,1,6.916891278851978e-06,92,68185.47993315865,989.9198474884033,0.008582113447846318
2.1,1,0.0004009290520770037,184,68285.9118493247,990.551426410675,0.007605612263314576
2.1,1,0.0004078973716690193,71,68099.07072851565,990.987681388855,0.005945564015279903
2.1,1,0.00017440078982122742,147,68080.1576338757,989.9772157669067,0.008479455513148437
2.1,1,5.636701293276758e-05,117,68187.76034495291,990.0353534221649,0.012210605888549164
2.1,1,7.531223462065029e-05,72,68124.46366469112,990.4906215667725,0.009155167356538652
2.1,1,3.1823782874251805e-05,103,68170.28678563867,990.2422511577606,0.009364894371801213
2.1,1,7.297807084505337e-05,89,68087.47780593832,990.4266715049744,0.0193615242203653
2.1,1,5.644670730209356e-05,142,68064.65576068265,989.6199007034302,0.010550434598866065
2.1,1,9.674498362910455e-05,69,68148.65013057138,990.1074419021606,0.010935862451991962
2.1,1,3.326981889140157e-05,133,68086.93772588279,991.5155725479126,0.01165145498697262
2.1,1,0.0002407204852783451,137,68039.16296421694,991.5251708030701,0.009048156870929525
2.1,1,6.785505090789457e-05,136,68065.41865694399,989.1354193687439,0.0072121071725606
2.1,1,2.8799660515943515e-05,170,68180.27061248549,989.8702936172485,0.008823756183477194
2.1,1,0.00019240583044988213,192,68166.99634617902,990.8536267280579,0.013226025963423815
2.1,1,0.00036862550040073216,75,68183.06762043855,988.9597253799438,0.01823703714440894
2.1,1,0.000522609875027058,113,68120.41249013394,990.5420210361481,0.008403553754996018
2.1,1,1.7692350023690295e-05,72,68161.65406134656,989.9200685024261,0.007682915098236265
2.1,1,5.245031232581354e-05,179,68281.56344606017,990.6419410705566,0.0077563026526434875
2.1,1,0.0001721521783553115,103,68182.1749887692,989.1202011108398,0.004318917609831274
2.1,1,0.00017320100716844422,137,68209.23520579372,989.9430480003357,0.021599473477597275
2.1,1,7.943791350273344e-05,65,68168.54204574724,991.261002779007,0.0053424624170950175
2.1,1,1.6403565079592397e-06,52,68279.63214157983,989.7201886177063,0.012448684910387087
2.1,1,0.0001610412636487979,123,68173.6047099043,989.538453578949,0.019863168433518208
2.1,1,3.2045847897954616e-05,181,68053.34739903177,989.4396460056305,0.007964143614895836
2.1,1,1.137005874518593e-05,185,68365.6137015933,989.0806596279144,0.005669109532276284
2.1,1,1.0826543936026667e-05,113,68075.9361393974,990.7189059257507,0.007992870944845798
2.1,1,0.00011726798675226746,64,68269.79505911151,992.1930389404297,0.014265783750206484
2.1,1,2.90199977901473e-05,160,68236.66166573472,989.5357065200806,0.00928924226910377
2.1,1,5.599838166547855e-05,72,68166.26432368523,991.4526007175446,0.006839525591384454
2.1,1,8.563618386858707e-06,183,68254.44646571731,990.6237554550171,0.008482097610532424
2.1,1,6.3163257437715e-06,94,68119.71694396838,989.91326379776,0.004461547633947571
2.1,1,0.0002723716553387767,66,68215.05309618388,990.2953248023987,0.0022188104941291975
2.1,1,0.00044116947966710285,74,68261.63864641846,992.9030377864838,0.003313701519841672
2.1,1,5.202648369584395e-05,114,68096.57486389151,989.8082420825958,-0.0081246758208664
2.1,1,0.0003895275107566043,69,68093.52464276401,990.1362528800964,0.0004895944510154848
2.1,1,0.0003287637217939121,53,68127.59767355252,989.8897089958191,0.010566468942656115
2.1,1,0.000875108316521267,147,68256.29211692447,991.6965563297272,0.0076498592915674735
2.1,1,7.441627064075362e-05,166,68214.960846325,991.6936814785004,0.011167185966251214
2.1,1,0.00018831745812608602,148,68081.11953223695,991.2369766235352,0.006793118467145032
2.1,1,0.00017149380190240038,189,68048.97035793492,989.9776463508606,0.019052698752931363
2.1,1,0.00029507053267741057,135,68184.1455867701,988.1593787670135,0.00873863053336077
2.1,1,0.00043299989009026874,118,68243.49591862087,992.0092449188232,0.015769192865861648
2.1,1,0.000124533226148138,152,68148.10132803634,988.8742933273315,0.015412541348437614
2.1,1,0.00021905279517220322,88,68153.60921130006,990.8852016925812,0.00035941851997955965
2.1,1,3.393127116568806e-05,86,68115.53319729774,989.2388727664948,-0.0005657790542850094
2.1,1,0.00015413610097159136,68,68173.12192461846,990.0347092151642,0.006575137285136368
2.1,1,0.00012683525090073644,150,68198.19974327122,989.4889011383057,0.0074884653406308566
2.1,1,6.982540792321856e-05,85,68200.33048889542,989.426230430603,0.0061800427730172025
2.1,1,0.00020247528959371763,179,68097.45833694641,990.7009220123291,0.008366947579803607
2.1,1,4.0371624746349255e-05,126,68073.38896405518,990.5851135253906,0.012826580901717843
2.1,1,7.359585175636951e-05,82,68230.49835692688,990.589029788971,-0.0034466234784602534
2.1,1,1.1102023980136266e-06,67,68222.89142852619,990.5869009494781,0.002233983713570531
2.1,1,0.00021470350599805954,54,68182.81373744452,992.274641752243,0.0057238343856345075
2.1,1,4.3695799510690136e-05,43,68213.6761696162,991.4965782165527,0.008021185686012622
2.1,1,0.0005052530584599424,151,68251.16577765388,991.4206962585449,0.010038298874857965
2.1,1,6.961084333401146e-05,196,68160.08063359537,990.1258335113525,0.0063079947165101125
2.1,1,0.00015220996545428633,164,68285.94034400187,991.1883158683777,-0.01077550267636429
2.1,1,5.4435511170236595e-05,192,68147.91443821273,988.9854388237,0.010036702431675426
2.1,1,7.927953447728342e-05,65,68132.85290912197,991.0766851902008,0.006600213022704526
2.1,1,1.253267370948663e-05,168,68074.07374348819,990.5248618125916,0.01143879122328606
2.1,1,0.00042868233899229224,54,68200.43381648054,989.9018607139587,0.0136555803566063
2.1,1,0.00038802666191983803,70,68194.54574945597,990.4673492908478,0.008284888723292916
2.1,1,8.64942063660834e-06,197,68206.18508268683,989.9964017868042,-0.0029791599727251317
2.1,1,0.0016178295473445736,86,68143.65959837189,990.6649708747864,0.01211111367238038
2.1,1,3.5696035965315787e-05,146,68131.68362749417,990.0299394130707,0.007831702972036059
2.1,1,0.00016180230951867713,112,68100.62929507859,989.5598726272583,0.011598832383347357
2.1,1,3.4426073623805564e-05,104,68225.8972059743,992.2944030761719,0.013407648293934038
2.1,1,5.697239803126308e-05,191,68154.29064919696,990.6278424263,0.014515453775123976
2.1,1,4.219462590437928e-06,145,68172.15505857668,990.9649167060852,0.009259113868979263
2.1,1,0.000340072943505465,190,68070.63352872638,990.631844997406,0.012445799400768731
2.1,1,0.000300949667022099,166,68064.8367903336,989.5645580291748,0.008565435643174357
2.1,1,3.547392348579592e-05,86,68115.71483339265,990.3689754009247,-0.00018808058815000805
2.1,1,0.0005357966391499325,65,68215.52685593498,990.8062040805817,0.008344778019198973
2.1,1,0.00014350623774550542,108,68101.45052038858,990.7333235740662,0.007185148449994294
2.1,1,7.431767899745978e-05,81,68227.06002251564,989.7656321525574,0.011756923608288616
2.1,1,0.0003699729764972126,70,68291.02761641632,990.0149812698364,0.001608612066293258
2.1,1,0.00022714728427208897,160,68073.99894720135,991.0476124286652,-0.0014993449508065027
2.1,1,0.00016789622749158184,115,68017.71683488305,989.581259727478,0.009720648529120801
2.1,1,0.00015515477121352816,174,68162.88759499634,989.906683921814,-0.000343580236202623
2.1,1,0.000133509834570944,127,68200.85421296992,988.2683835029602,0.012187135751731581
2.1,1,1.3681374224194798e-05,84,68286.77871622636,988.9063475131989,0.01763200957405564
2.1,1,0.00027558939496241663,89,68051.48884101307,992.3754291534424,0.011711519004830695
2.1,1,0.0006149782027136119,199,68024.80957298812,990.579393863678,0.0017159964108102166
2.1,1,0.0001206999626761629,44,68077.15122917396,989.5586459636688,0.004839937156051022
2.1,1,0.0002814223945248884,126,68259.22523025576,990.8000767230988,0.0029539133899199044
2.1,1,2.7060140822321443e-05,119,68060.27307957047,989.9016726016998,0.009770771193289729
2.1,1,0.0003656276800336755,84,68222.13590814744,990.79501080513,0.006979630487213839
2.1,1,0.00011720804106651883,146,68078.76896449758,989.0443887710571,0.004530031301293924
2.1,1,0.0004431072438544348,133,68141.84029398939,989.3386023044586,0.006095770313103266
2.1,1,0.0005164906926133916,182,68086.99798690867,991.0022664070129,0.010357577434528586
2.1,1,0.00032871104692988595,155,68183.40630411482,990.7070462703705,0.005507971297908476
2.1,1,7.609649906825666e-05,54,68178.07328856023,992.040363073349,0.02048368422672686
2.1,1,7.948765733933882e-05,43,68125.54689415252,991.9025726318359,0.008297917873767435
2.1,1,0.00048546816809125204,64,68237.54912514593,990.1687428951263,0.009687954609032712
2.1,1,0.0003360185474696742,173,68228.77357576284,990.2465908527374,0.014319054625016037
2.1,1,9.805746244806457e-05,146,68216.94321634529,990.6001777648926,0.011407697396087713
2.1,1,0.00014125468397763186,158,68132.19635840553,990.7269787788391,0.002980413085763356
2.1,1,0.00012364149012578096,66,68130.61868174646,990.9175617694855,0.007517878180886228
2.1,1,1.1268514458873113e-05,184,68016.06098586292,990.3541069030762,0.0010807791945888212
2.1,1,8.823828043835746e-05,74,68217.63226135996,990.0608546733856,0.016784877101846174
2.1,1,7.715612229430846e-05,144,68234.99591413845,990.7147572040558,0.006688764409571224
2.1,1,0.000259862762389762,183,68248.33593410625,991.3178091049194,0.0018201058629108147
